Protein1	Protein2	Interaction	Prediction
Bx_cpl_2_1	pdb6amw	0	0.054
A0A1I7RL37_BURXY	pdb6ppt	0	0.31
A0A7I8X2Z5_BURXY	pdb6nzl	0	0.001
I4N8B0_9PSED	pdb2m16	0	0.07
BxCYP33C9_2	pdb2luz	0	0.391
SapB3_4	pdb2lna	0	0.002
I0QYY0_9GAMM	pdb2lv2	1	0.874
BxCYP33D3_5	pdb2kpt	0	0.256
Bx_cpl_2_2	pdb5kp0	0	0.16
Bx_cpl_1_5	pdb7kix	0	0.315
I0QYP7_9GAMM	pdb2ksi	0	0.013
A0A7I8WZ01_BURXY	pdb6lqz	0	0
I0QYY0_9GAMM	2kl7	1	0.957
BxCYP33C9_2	2kl7	1	0.68
SapB3_1	pdb2loy	0	0.047
Bx_cpl_2_3	pdb7mzx	0	0.329
BxCYP33C9_1	pdb7n99	0	0.337
BxCYP33C9_2	pdb1xes	0	nan
I0QYY0_9GAMM	pdb2n66	1	0.831
BxCYP33D3_1	pdb2ljw	0	0.006
I0QT18_9GAMM	6dxa	0	nan
Bx_cpl_1_3	pdb2l3f	0	0.001
BxATG1_2	pdb6e4j	0	0
BxCYP33C9_2	pdb2lso	0	0.334
Bx_cpl_1_2	pdb8ftx	0	0.02
A0A1I7RKV3_BURXY	pdb2kt1	0	0
BxATG8_1	pdb2lso	0	0
BxATG1_5	pdb6amw	0	0.149
BxATG8_4	pdb2luz	0	0
A0A1I7S162_BURXY	pdb3hbh	0	0.001
Bx_Prx_3	pdb5ks6	0	0.363
BxCYP33C9_2	pdb2llf	0	0.397
BxATG16_1	pdb2lnb	0	0
SapB3_3	pdb2l8v	0	0.45
BxSapB1_4	pdb2mbm	0	0.075
cyp_33C9_5	pdb2n66	0	0.171
BxSapB1_2	pdb3sdu	1	0.651
Bx_cpl_3_4	pdb8ubh	1	0.954
I0QT18_9GAMM	pdb2lze	0	0.012
BxATG8_3	pdb2kw2	0	0.003
Bx_tlp_1_3	pdb8c29	0	nan
BxATG9_3	pdb2lio	0	0.025
BxPel1_1	pdb2lfi	0	0
A0A1I7RYC6_BURXY	pdb6o6w	0	0.011
Bx_cpl_2_1	pdb6e4j	0	0.042
cyp_33C9_5	pdb2l09	0	0.215
Bx_tlp_1_5	pdb2mbm	1	0.899
A0A1I7S6H9_BURXY	pdb2lnu	0	0.109
cyp_33C9_5	pdb2n69	0	0.171
I0QYY0_9GAMM	pdb6lqz	1	0.806
BxPel1_2	pdb5z55	0	0.007
Bx_cpl_1_3	pdb2n66	0	0
cyp_33C9_1	pdb2n3k	1	0.849
Bx_Prx_1	pdb2lso	0	0.079
BxSapB1_4	pdb2lcg	0	0.159
A0A1I7S412_BURXY	pdb2lio	0	0
BxATG9_4	pdb2l82	0	0.036
cyp_33C9_3	pdb7mzz	0	0.284
Bx_cpl_2_1	pdb2l9p	0	0.055
BxCYP33C9_5	7mzw	0	0.143
BxATG1_3	pdb2m1l	0	nan
BxCYP33D3_2	pdb2lo0	0	nan
cyp_33C9_3	pdb2kim	0	0.227
A0A7I8X2Z5_BURXY	pdb2mbm	0	0.001
BxATG8_4	pdb7jyn	0	0
Bx_tlp_1_5	pdb5kp0	1	0.907
Bx_cpl_2_5	pdb2m8x	0	0.25
Bx_cpl_3_5	pdb6amw	0	0.109
Bx_cpl_2_4	pdb2mm6	0	0.17
A0A1I7RKM9_BURXY	6dxa	0	nan
BxCYP33C9_4	pdb2lnu	0	0
A0A1I7S5S3_BURXY	pdb2n3j	0	nan
BxPel1_5	pdb2kzv	0	0.069
BxCYP33C9_4	pdb6xr6	0	0
A0A1I7S6H9_BURXY	pdb7mzz	0	0.077
BxATG8_1	pdb1xet	0	nan
A0A1I7RT14_BURXY	pdb3sdv	0	0.001
BxATG8_4	pdb2n66	0	0
Bx_cpl_1_3	pdb2lx7	0	0.001
BxCYP33C4_2	pdb2l3f	0	0.193
BxATG8_3	pdb2kru	0	0.005
BxCYP33D3_4	pdb1xet	0	nan
A0A1I7S162_BURXY	pdb2lnz	0	nan
Bx_cpl_2_4	pdb6e4h	0	nan
BxSapB1_5	pdb8c29	0	nan
Bx_Prx_3	pdb2m47	0	0.307
SapB3_4	pdb6j4i	0	0.003
BxCYP33C9_4	pdb8s9c	0	nan
A0A1I7RT14_BURXY	pdb6amv	0	0.002
A0A1I7SCF8_BURXY	pdb5vso	1	0.927
BxATG8_3	pdb2lek	0	0.003
BxSapB1_2	pdb6j4i	1	0.58
A0A1I7S162_BURXY	pdb7qcb	0	0.002
Bx_cpl_2_3	pdb5zau	0	0.291
Bx_Prx_2	pdb2nt1	0	nan
Bx_tlp_1_3	pdb2kl6	1	0.902
A0A1I7S5S3_BURXY	pdb2nt0	0	nan
A0A1I7RJ71_BURXY	pdb2n3j	0	nan
BxATG8_5	pdb2m01	0	0
BxATG9_3	pdb6cgh	0	0.03
A0A1I7S161_BURXY	pdb2mk2	0	0.001
SapB3_1	pdb2kvo	0	0.024
BxATG16	pdb2ksi	1	0.985
A0A1I7S6H9_BURXY	pdb4lej	0	0.057
BxCYP33C9_5	pdb2l9p	0	0.102
BxCYP33D3_3	pdb2n69	1	0.592
Bx_tlp_1_1	2kyq	0	0.098
BxSapB1_5	pdb2kpn	0	0.103
I4MYK4_9PSED	pdb2lgh	0	0.047
BxCYP33C4_1	pdb2lf2	0	0.168
A0A1I7S9L6_BURXY	pdb6pq2	0	0
SapB3_4	pdb5vso	0	0.002
BxPel1_4	pdb2kt8	0	0.004
I4MYK4_9PSED	pdb1u0u	0	nan
A0A1I7SCA3_BURXY	pdb6e4j	0	0
Bx_cpl_3_4	pdb2m01	1	0.913
BxATG1_4	pdb3sdv	0	0
I4N5X7_9PSED	pdb2ma5	0	0.002
cyp_33C9_4	pdb7mzz	0	0.208
Bx_cpl_2_2	pdb5nce	0	0.248
Bx_cpl_3_2	pdb7x5c	0	0
BxATG8_5	pdb2kwb	0	0
I4N4M3_9PSED	pdb2l08	0	0.001
A0A1I7SCA3_BURXY	pdb2lk2	0	0
BxCYP33C4_3	pdb2ljl	0	0.248
Bx_cpl_1_3	pdb6e4j	0	0.001
Bx_Prx_3	pdb2l3a	0	nan
A0A1I7SCA3_BURXY	pdb6xr6	0	0
BxCYP33C4_3	pdb2kpn	0	0.208
A0A1I7S6H9_BURXY	pdb2l07	0	0.175
BxSapB1	pdb1xes	0	nan
A0A7I8WZ01_BURXY	pdb2l7q	0	0
I0QWV1_9GAMM	pdb2ksi	0	0.079
Bx_cpl_1_3	pdb2kru	0	0.001
Bx_cpl_3_2	2lla	0	0
Bx_tlp_1_4	pdb5uke	1	0.937
I4N0B6_9PSED	pdb2l7q	0	0.015
A0A1I7SF60_BURXY	pdb2loy	0	0
I0QQT8_9GAMM	pdb2lk2	0	0.01
Bx_cpl_2_4	pdb2lch	0	0.244
I4N4Q3_9PSED	pdb2ll8	0	0.002
cyp_33C9_4	pdb6kna	0	0.286
Bx_cpl_1_5	pdb3sdr	0	0.242
A0A7I8WZ01_BURXY	pdb2l09	0	0
BxCYP33D3_4	pdb2mh2	0	0.103
BxATG9_4	pdb2kl3	0	0.027
Bx_cpl_3_2	pdb2kz5	0	0
I0QT18_9GAMM	pdb2mh2	0	0.019
SapB3_5	pdb3hbd	0	0.277
BxATG9_3	pdb2m47	0	0.02
BxCYP33C9_5	pdb7lns	0	0.115
BxATG8_3	pdb7wcg	0	0.002
Bx_tlp_1_3	pdb3sdq	1	0.944
I0QMH2_9GAMM	pdb3hbh	0	0.35
Bx_tlp_1_5	pdb2kd1	1	0.951
A0A1I7RL37_BURXY	pdb2mv0	0	0.346
I4N4Q3_9PSED	pdb6pqm	0	0.003
Bx_cpl_2_4	pdb6pq2	0	0.256
BxCYP33C9_3	pdb2kd1	0	0
Bx_tlp_1_4	pdb1u0u	0	nan
Bx_cpl_3_1	pdb2n69	0	0.202
A0A7I8X2Z5_BURXY	pdb2kw2	0	0.002
A0A1I7S5S3_BURXY	pdb2lk2	0	0.004
BxCYP33D3_5	7mzw	0	0.4
Bx_Prx_3	pdb6pri	0	0.357
A0A1I7S162_BURXY	pdb2lo0	0	nan
BxPel1_5	pdb6pqm	0	0.143
BxATG1_5	pdb7kix	0	0.213
Bx_tlp_1_1	pdb2kw6	0	0.02
Bx_cpl_2_5	pdb3sdt	0	0.405
cyp_33C9_1	pdb3hbe	1	0.849
BxCYP33C4_2	pdb2lv2	0	0.101
A0A1I7RL37_BURXY	pdb2kt8	0	0.438
BxATG1_1	pdb5uke	0	0.004
I4MYK4_9PSED	pdb2loy	0	0.061
BxSapB1_4	pdb2kpm	0	0.083
A0A1I7RKV3_BURXY	pdb2l0d	0	0
Bx_cpl_2_3	pdb3hbe	0	0.185
BxCYP33C4_4	pdb2kz5	0	0.003
BxATG9_2	pdb2kl6	0	0.131
BxATG9_5	pdb2n69	0	0.271
BxPel1_1	pdb2kd1	0	0
BxATG1_1	pdb2kim	0	0.003
A0A1I7RKM9_BURXY	pdb2n3k	0	0.277
BxATG8_1	pdb2lw4	0	0
cyp_33C9_1	pdb8c29	0	nan
SapB3_3	pdb7x5c	0	0.292
BxCYP33C9_2	pdb3sdt	0	0.475
BxCYP33D3_5	pdb2ma6	0	0.182
BxSapB1	pdb2mm5	1	0.95
BxATG8_3	pdb6lqz	0	0.001
Bx_cpl_1_4	pdb3hbe	0	0.006
A0A1I7RIV0_BURXY	pdb2nt0	0	nan
I4N5X7_9PSED	pdb2lnz	0	nan
SapB3_5	pdb7kix	1	0.522
BxATG8_3	pdb2l07	0	0.006
Bx_tlp_1_5	pdb2luz	1	0.928
Bx_cpl_3_1	pdb2l05	0	0.371
A0A1I7RYC6_BURXY	pdb2lw4	0	0.019
I4N0B6_9PSED	pdb2lch	0	0.011
cyp_33C9_2	pdb2nsx	0	nan
BxATG1_3	pdb5nce	0	0.092
cyp_33C9_1	pdb2mm6	1	0.849
SapB3_1	2kl7	0	0.101
A0A1I7RKV3_BURXY	pdb7lu8	0	0
BxCYP33C9_4	pdb2lq3	0	0
A0A1I7S162_BURXY	pdb2lio	0	0.002
BxATG16	pdb2mm6	1	0.96
I0QYY0_9GAMM	pdb2ljw	1	0.863
BxATG16	pdb6psi	0	nan
cyp_33C9_4	pdb2mh2	0	0.286
BxATG9_5	pdb2kt8	0	0.354
A0A1I7RT14_BURXY	pdb2kd1	0	0.003
BxCYP33C4_4	pdb3hbd	0	0.002
SapB3_2	pdb6psi	0	nan
A0A1I7RYC6_BURXY	pdb3hbd	0	0.013
BxATG1_2	pdb2ltl	0	0
BxATG1_2	pdb2l3a	0	nan
BxATG1_2	pdb2lml	0	0
A0A1I7S6H9_BURXY	pdb6nzl	0	0.045
BxCYP33C9_2	pdb2nsx	0	nan
Bx_cpl_1_4	pdb7y55	0	nan
I4N0B6_9PSED	pdb2lnu	0	0.015
A0A7I8WZ01_BURXY	pdb6amw	0	0
A0A1I7RL37_BURXY	pdb6pqm	0	0.465
I0QMH2_9GAMM	pdb6tfb	0	nan
A0A1I7S412_BURXY	pdb8ftw	0	0
I0QNA0_9GAMM	pdb6amv	0	0.016
I0QQT8_9GAMM	pdb2l3f	0	0.022
BxSapB1_3	pdb6tfb	0	nan
BxATG8_1	pdb7qcb	0	0
SapB3_4	pdb2kvo	0	0.002
BxSapB1	6dxa	0	nan
cyp_33C9_5	pdb5nce	0	0.272
I4N4Q3_9PSED	pdb2lak	0	0.002
Bx_cpl_2_4	pdb2ltl	0	0.219
Bx_Prx_5	pdb2l8v	1	0.57
I0QNA0_9GAMM	pdb2l09	0	0.011
A0A1I7S162_BURXY	pdb6cgh	0	0.002
Bx_Prx_2	pdb2kkq	0	0.016
BxATG8_1	pdb2lk2	0	0
BxCYP33C9_5	pdb2mbm	0	0.053
A0A060N411_BURMU	pdb2ksh	0	0.002
Bx_Prx_1	pdb7x5c	0	0.071
Bx_cpl_2_3	pdb2lni	0	0.328
BxPel1_5	pdb2kif	0	0.142
A0A7I8X2Z5_BURXY	pdb2l0d	0	0.001
I4N8B0_9PSED	pdb7lns	0	0.043
Bx_cpl_2_5	pdb2ma5	0	0.25
Bx_Prx_3	pdb2ko1	0	nan
A0A1I7S162_BURXY	pdb2m16	0	0.004
Bx_cpl_3_5	pdb2llf	0	0.086
A0A1I7S5S3_BURXY	pdb6xrg	0	0.019
Bx_cpl_3_4	pdb2n3j	0	nan
BxCYP33D3_4	pdb7knv	0	0.1
BxSapB1_5	pdb2kru	0	0.18
BxATG8_1	pdb2lgh	0	0
BxATG1_4	pdb8c29	0	nan
A0A1I7S412_BURXY	pdb6xr6	0	0
BxATG1_4	pdb5uke	0	0
Bx_cpl_1_2	pdb2mv0	0	0.008
A0A060N411_BURMU	pdb6pqm	0	0.001
BxCYP33C4_4	pdb4lej	0	0.002
BxCYP33D3_5	pdb6xr7	1	0.567
BxATG9_1	pdb6pq2	0	0
BxATG9_4	pdb2llf	0	0.035
A0A7I8WZ01_BURXY	pdb2kct	0	0
I4N4Q3_9PSED	pdb5krw	0	0.002
BxCYP33C9_3	pdb2nbn	0	0
I4N4M3_9PSED	pdb3sdu	0	0.002
Bx_cpl_1_4	pdb5ks6	0	0.009
BxCYP33D3_4	pdb6iwj	0	nan
A0A1I7S6H9_BURXY	pdb2mm6	0	0.053
A0A1I7RL98_BURXY	pdb2lgh	0	0
BxATG16	pdb6nzl	1	0.953
Bx_cpl_3_1	pdb2lf2	0	0.278
BxATG16_1	pdb2l3f	0	0
A0A1I7S412_BURXY	pdb6j4i	0	0
Bx_tlp_1_4	pdb6lqz	1	0.888
SapB3_2	pdb8s9c	0	nan
BxCYP33D3_4	pdb2lk2	0	0.061
I4N8B0_9PSED	pdb7qcb	0	0.04
A0A1I7S5S3_BURXY	pdb2l0a	0	0.005
BxSapB1_4	7mzw	0	0.194
SapB3_2	pdb2lgh	0	0.036
BxATG1_3	2kyq	0	0.238
BxSapB1_4	pdb2kzx	0	0.143
I0QT18_9GAMM	pdb2m16	0	0.03
A0A1I7RYC6_BURXY	pdb3hbh	0	0.015
SapB3_4	pdb2kim	0	0.002
I4N4Q3_9PSED	pdb2lq3	0	0.002
Bx_Prx_2	pdb2kpt	0	0.021
I0QT18_9GAMM	pdb6pq2	0	0.014
BxATG9_4	pdb2l08	0	0.028
cyp_33C9_2	pdb2l0a	1	0.891
I0QYY0_9GAMM	pdb6nzl	1	0.806
I4N0B6_9PSED	pdb7wcg	0	0.007
I0QT18_9GAMM	pdb6lqz	0	0.007
BxCYP33C9_1	pdb8ubh	0	0.469
BxCYP33C4_3	pdb2lf2	0	0.215
Bx_cpl_1_5	pdb2lni	0	0.265
A0A1I7RKM9_BURXY	pdb2lcg	0	0.452
A0A1I7S9L6_BURXY	pdb6psi	0	nan
Bx_cpl_3_2	pdb5z55	0	0
I4N4M3_9PSED	pdb6xr7	0	0.005
BxPel1_5	pdb2mm5	0	0.076
A0A1I7S162_BURXY	pdb2ltl	0	0.002
Bx_cpl_3_4	pdb8c29	0	nan
I4N8B0_9PSED	7mzw	0	0.054
Bx_tlp_1_4	pdb2lso	1	0.909
cyp_33C9_2	pdb2n69	1	0.86
I0QNA0_9GAMM	pdb2l8v	0	0.016
BxATG9_2	pdb6e4j	0	0.17
Bx_cpl_1_3	pdb1xet	0	nan
Bx_cpl_3_2	pdb2kd1	0	0
Bx_cpl_3_2	pdb2l0d	0	0
Bx_cpl_3_3	pdb6xrg	1	0.97
cyp_33C9_4	pdb1xet	0	nan
A0A1I7S5S3_BURXY	pdb3hbd	0	0.003
I0QQT8_9GAMM	pdb5uke	0	0.012
Bx_Prx_2	pdb6e4j	0	0.021
BxCYP33C9_3	pdb2lv2	0	0
A0A1I7RL37_BURXY	pdb2kpn	0	0.435
BxCYP33D3_5	pdb2ko1	0	nan
Bx_tlp_1_5	pdb8ftw	1	0.961
Bx_Prx_2	pdb6pri	0	0.022
BxATG1_3	pdb2m01	0	0.077
A0A1I7RL98_BURXY	pdb2mbm	0	0
BxPel1_4	pdb2kw2	0	0.006
BxATG9_1	pdb2mry	0	0
Bx_cpl_3_5	pdb2ma5	0	0.059
Bx_cpl_3_1	pdb3sdu	0	0.327
Bx_cpl_3_5	pdb2ksi	0	0.156
A0A7I8WZ01_BURXY	pdb2lv2	0	0
I0QQT8_9GAMM	pdb5zau	0	0.014
A0A1I7RKV3_BURXY	pdb5krw	0	0
Bx_tlp_1_4	pdb2kw2	1	0.951
Bx_Prx_5	pdb2kd1	1	0.593
BxATG16_3	pdb2lfi	1	0.946
SapB3_3	pdb2lso	0	0.317
BxSapB1	pdb2lze	1	0.972
A0A7I8WZ01_BURXY	pdb6prp	0	0
BxCYP33C9_2	7mzw	1	0.567
Bx_cpl_2_3	pdb2kkq	0	0.193
Bx_cpl_1_3	pdb2lo0	0	nan
Bx_cpl_3_5	pdb7qcb	0	0.119
Bx_cpl_2_3	pdb5ks6	0	0.26
BxSapB1_4	pdb6xry	0	0.324
A0A1I7RYC6_BURXY	pdb6j4i	0	0.018
A0A1I7RKV3_BURXY	pdb6xry	0	0
I4N0B6_9PSED	pdb2ksh	0	0.019
A0A1I7S9L6_BURXY	pdb3s9v	0	nan
BxCYP33C9_2	pdb2l9q	1	0.548
I4N5X7_9PSED	pdb2kpn	0	0.003
BxATG1_4	pdb2kvo	0	0
BxCYP33D3_1	pdb2kd1	0	0.01
Bx_cpl_3_4	pdb2lx7	1	0.913
Bx_tlp_1_5	pdb3sdu	1	0.948
BxATG16_3	pdb2lek	1	0.946
A0A1I7RIV0_BURXY	pdb6kna	0	0.006
Bx_Prx_4	pdb2lw4	0	0.012
A0A1I7SF60_BURXY	pdb2mm6	0	0
cyp_33C9_4	pdb2n3k	0	0.151
SapB3_3	pdb5uke	0	0.41
BxSapB1_4	pdb2lk2	0	0.1
I0QNP5_9GAMM	pdb2kim	0	0.022
BxATG1_4	pdb2kif	0	0
I0QYY0_9GAMM	pdb2kl3	1	0.839
BxATG8_2	pdb3sdq	0	0.019
BxATG8_4	pdb2kvo	0	0
Bx_cpl_3_5	pdb2luz	0	0.084
Bx_cpl_2_5	pdb7jyn	1	0.666
Bx_tlp_1_1	pdb2m01	0	0.028
I4N5T3_9PSED	pdb2lxu	0	0.076
BxSapB1	pdb6xr6	1	0.988
Bx_cpl_3_2	pdb2mbm	0	0
A0A1I7S9L6_BURXY	pdb3hbe	0	0
BxATG8_5	pdb2kw2	0	0
BxATG1_2	pdb2kzx	0	0
I4N5T3_9PSED	pdb2kt8	0	0.076
Bx_cpl_3_3	pdb6o6w	1	0.835
A0A1I7S162_BURXY	pdb8ftw	0	0.003
I0QMH2_9GAMM	pdb2kt7	0	0.437
A0A1I7RKV3_BURXY	pdb6tfb	0	nan
BxSapB1_3	pdb2m16	0	0.221
I0QNA0_9GAMM	pdb2l7q	0	0.019
Bx_cpl_1_1	pdb2mh2	0	0.019
I0QQT8_9GAMM	pdb3sae	0	0.014
BxATG1_4	pdb2l0a	0	0
A0A7I8X2Z5_BURXY	pdb2nbn	0	0.001
BxATG16_3	pdb2kvo	1	0.92
I0QYP7_9GAMM	pdb2mm5	0	0.004
A0A1I7S6H9_BURXY	2lla	0	0.15
BxATG8_5	pdb5kp0	0	0
BxATG1_2	pdb6amv	0	0
Bx_cpl_2_5	pdb2m47	0	0.302
BxATG16_2	pdb2ma5	0	0.003
I4N0B6_9PSED	pdb8c29	0	nan
Bx_tlp_1_5	pdb2n76	1	0.904
I0QM84_9GAMM	pdb2llf	0	0.099
cyp_33C9_5	pdb2lnb	0	0.204
BxCYP33C4_1	pdb2l3f	0	0.286
BxPel1_5	pdb6amv	0	0.156
I4N8B0_9PSED	pdb5uke	0	0.032
A0A1I7S5S3_BURXY	pdb2lfi	0	0.005
SapB3_1	pdb2n76	0	0.024
SapB3_3	pdb8ubh	1	0.563
Bx_tlp_1_3	pdb2lze	1	0.928
I4N4M3_9PSED	pdb2lml	0	0.001
I0QYP7_9GAMM	pdb6lqz	0	0.004
BxCYP33C9_2	pdb2l0c	0	0.383
Bx_tlp_1_1	pdb2ltd	0	nan
A0A1I7RKM9_BURXY	pdb5z55	0	0.23
Bx_Prx_5	pdb7m5t	1	0.605
BxATG9_5	pdb2l82	0	0.346
A0A1I7S412_BURXY	pdb2mbl	0	0
Bx_tlp_1_3	pdb7y55	0	nan
BxSapB1_3	pdb5vso	0	0.06
I4N8B0_9PSED	pdb2lni	0	0.043
BxCYP33C9_1	2lla	0	0.485
BxATG8_2	pdb6cgh	0	0.018
I0QWV1_9GAMM	pdb2kif	0	0.049
BxCYP33C9_3	pdb6e4j	0	0
BxATG8_5	pdb5zau	0	0
A0A1I7S5S3_BURXY	pdb2kpm	0	0.004
BxATG9_5	pdb7jyz	1	0.681
cyp_33C9_4	6dxa	0	nan
Bx_cpl_3_3	pdb3sdv	1	0.861
A0A1I7RJ71_BURXY	pdb2l0c	0	0
BxSapB1_5	pdb6cgh	0	0.128
cyp_33C9_5	pdb2l5q	0	0.355
BxATG1_5	pdb6xry	0	0.345
BxSapB1_3	pdb7qcb	0	0.134
I0QQT8_9GAMM	pdb2kt7	0	0.013
Bx_cpl_2_2	pdb6pq2	0	0.237
BxPel1_1	pdb2mbl	0	0
BxCYP33C4_1	pdb3hbe	0	0.118
Bx_cpl_3_1	pdb2kim	0	0.217
BxCYP33D3_5	pdb2lmd	0	0.173
A0A1I7RIV0_BURXY	pdb5kp0	0	0.003
cyp_33C9_3	pdb5z55	0	0.173
A0A1I7RYC6_BURXY	pdb6jxw	0	0.018
BxATG1_1	pdb2ksi	0	0.008
A0A1I7RL37_BURXY	pdb1u0u	0	nan
BxSapB1_4	pdb2lf2	0	0.116
Bx_tlp_1_1	pdb7m5t	0	0.041
Bx_tlp_1_2	pdb6jxw	0	0.045
BxATG16_1	pdb6o6w	0	0
I4N0B6_9PSED	pdb2ltd	0	nan
A0A1I7S162_BURXY	pdb7sxb	0	0.001
A0A1I7RKM9_BURXY	pdb2lnz	0	nan
A0A1I7RKV3_BURXY	pdb2kd1	0	0
Bx_Prx_4	pdb2lgh	0	0.012
BxATG16_2	pdb2ma6	0	0.003
BxCYP33D3_1	pdb2lnz	0	nan
BxCYP33D3_5	pdb2kt8	0	0.259
A0A1I7SF60_BURXY	pdb6ppt	0	0
A0A1I7S412_BURXY	pdb7lu8	0	0
BxPel1_4	pdb2mbm	0	0.003
BxCYP33D3_1	pdb4lej	0	0.005
BxATG1_1	pdb2lw4	0	0.004
BxATG1_5	pdb2l7q	0	0.174
Bx_cpl_3_3	7mzw	1	0.943
Bx_cpl_3_5	pdb2lq3	0	0.067
Bx_tlp_1_1	pdb2l05	0	0.044
I0QNP5_9GAMM	pdb3sdq	0	0.037
Bx_Prx_2	pdb2l7q	0	0.032
Bx_cpl_1_1	pdb2ko1	0	nan
BxATG8_2	pdb2lxu	0	0.015
I0QM84_9GAMM	pdb5krw	0	0.072
BxCYP33D3_2	pdb7qcb	0	0
BxCYP33C4_5	2kl7	1	0.857
SapB3_5	pdb2l05	0	0.478
A0A7I8X2Z5_BURXY	pdb7jyz	0	0.006
A0A1I7S5S3_BURXY	pdb6pqe	0	0.006
I0QMH2_9GAMM	2lla	1	0.587
BxATG9_4	pdb2l5q	0	0.065
Bx_cpl_1_3	pdb7lns	0	0.001
BxPel1_5	pdb2m16	0	0.267
cyp_33C9_4	pdb2nt1	0	nan
BxATG9_4	pdb2lna	0	0.031
BxATG16_5	pdb2kpm	0	0
SapB3_3	pdb6jxu	0	0.381
A0A1I7SCF8_BURXY	pdb2mbl	1	0.934
I4N5T3_9PSED	pdb2l05	0	0.117
cyp_33C9_1	pdb6e4j	1	0.889
Bx_Prx_3	pdb7y55	0	nan
BxATG16	pdb6amv	1	0.978
A0A1I7S5S3_BURXY	pdb2kpn	0	0.005
Bx_Prx_1	pdb6prj	0	0.098
I0QWV1_9GAMM	pdb2l9q	0	0.075
A0A1I7S161_BURXY	pdb3sdt	0	0
Bx_Prx_3	pdb2ll8	0	0.318
SapB3_5	pdb2lok	0	0.456
Bx_cpl_2_5	pdb8c29	0	nan
Bx_tlp_1_3	pdb2lcg	1	0.95
BxATG1_3	pdb2kt7	0	0.088
BxATG8_4	pdb2n69	0	0
I0QQT8_9GAMM	pdb2l09	0	0.01
Bx_cpl_3_3	pdb2mv0	1	0.856
A0A1I7RIV0_BURXY	pdb2n75	0	0.002
I0QNP5_9GAMM	pdb2mbm	0	0.019
Bx_cpl_2_5	pdb6pqm	0	0.367
Bx_cpl_3_4	pdb2lxu	1	0.913
I0QNA0_9GAMM	pdb4lej	0	0.009
BxATG9_2	pdb6pri	0	0.179
cyp_33C9_5	pdb2m8x	0	0.163
I4N4M3_9PSED	pdb2lgh	0	0.001
I4N8B0_9PSED	pdb7qcc	0	0.019
BxCYP33C4_2	pdb2kpn	0	0.103
Bx_Prx_5	pdb2l0a	0	0.479
Bx_tlp_1_1	pdb6psi	0	nan
I4N4Q3_9PSED	pdb2lf2	0	0.003
BxPel1_5	pdb2kzx	0	0.161
Bx_Prx_4	pdb2kpn	0	0.011
BxCYP33C9_4	pdb5z55	0	0
I0QYP7_9GAMM	pdb2m47	0	0.006
A0A7I8X2Z5_BURXY	pdb5ks6	0	0.002
I0QNP5_9GAMM	pdb2kw2	0	0.04
BxATG1_3	pdb7mzx	0	0.11
BxPel1_3	pdb6xr6	0	0.007
BxCYP33C4_2	2lla	0	0.2
Bx_tlp_1_4	pdb2mm5	1	0.883
Bx_Prx_1	pdb2lch	0	0.112
BxATG1_2	pdb2lk2	0	0
cyp_33C9_1	pdb2lio	1	0.895
BxPel1_4	pdb3sdt	0	0.006
BxCYP33C4_2	pdb5zau	0	0.127
Bx_cpl_3_3	pdb5z55	1	0.823
BxPel1_2	pdb6xry	0	0.047
cyp_33C9_3	pdb6xrg	1	0.594
A0A1I7SCA3_BURXY	pdb8ftx	0	0
Bx_cpl_3_5	pdb6lqz	0	0.054
BxSapB1	pdb2luz	1	0.97
BxATG16_2	pdb2kt8	0	0.005
BxCYP33C4_5	pdb2krt	1	0.784
BxCYP33C9_5	pdb2kl3	0	0.059
BxATG1_1	pdb6cgh	0	0.005
A0A1I7RL37_BURXY	pdb2ll8	0	0.405
Bx_cpl_2_5	pdb3sdv	0	0.269
Bx_cpl_3_4	pdb6xr6	1	0.962
Bx_tlp_1_1	pdb5z55	0	0.015
I0QYP7_9GAMM	pdb2kru	0	0.013
A0A1I7RIV0_BURXY	pdb8s9c	0	nan
SapB3_1	pdb2m8x	0	0.022
A0A1I7S9L6_BURXY	pdb6ppt	0	0
Bx_cpl_3_5	pdb2kl6	0	0.066
Bx_cpl_3_4	pdb8s9c	0	nan
BxATG1_3	pdb2lnu	0	0.109
BxATG9_3	pdb6prj	0	0.022
BxATG9_5	pdb7knv	0	0.451
A0A1I7S162_BURXY	pdb3s9v	0	nan
BxATG1_1	pdb2n3k	0	0.003
BxCYP33C9_5	pdb2l07	0	0.181
Bx_cpl_1_4	pdb6kna	0	0.012
A0A1I7S162_BURXY	pdb2l82	0	0.002
A0A1I7S9L6_BURXY	pdb7qcc	0	0
BxSapB1_2	pdb2kw6	1	0.505
BxATG9_4	pdb6pri	0	0.038
BxCYP33C4_1	pdb2lek	0	0.168
BxATG16	pdb2krt	1	0.985
Bx_cpl_1_2	pdb3sdq	0	0.016
I0QMH2_9GAMM	2kl7	1	0.671
cyp_33C9_3	pdb2mh2	0	0.377
BxCYP33C4_2	pdb2kzx	0	0.132
A0A7I8WZ01_BURXY	2lla	0	0.001
A0A1I7SCA3_BURXY	pdb7jyn	0	0
Bx_cpl_2_1	pdb1u0u	0	nan
A0A1I7S6H9_BURXY	pdb5vso	0	0.045
Bx_cpl_2_2	pdb7n99	0	0.237
SapB3_1	pdb7n99	0	0.04
BxCYP33D3_5	pdb2kl3	0	0.201
